timestamp, heartRate, gyroscopeX, gyroscopeY, gyroscopeZ, gyroscopeRotationX, gyroscopeRotationY, gyroscopeRotationZ, light
1572350641001,103,1.68,0.98,-0.77,-0.703,0.217,0.632,28
1572350641956,0,1.82,-1.05,-0.42,-0.705,0.215,0.63,14
1572350642965,0,1.61,0.84,-0.77,-0.704,0.214,0.631,13
1572350643963,0,0.49,-1.61,-1.19,-0.707,0.207,0.632,12
1572350644966,0,0.91,1.47,-0.91,-0.71,0.205,0.63,13
1572350645968,0,1.61,1.12,-2.03,-0.711,0.197,0.634,13
1572350646964,0,0.28,1.4,1.82,-0.711,0.19,0.639,13
1572350647968,0,0.07,0.21,3.01,-0.715,0.18,0.64,14
1572350648964,0,1.61,-2.45,2.52,-0.709,0.186,0.645,13
1572350649967,0,19.18,4.83,-2.31,-0.732,0.156,0.625,14
1572350650967,0,-28.35,-12.81,-29.4,-0.76,0.106,0.599,15
1572350651966,0,-7.91,1.68,-29.75,-0.624,-0.511,0.36,31
1572350652965,0,25.34,25.2,3.08,-0.727,0.083,0.668,10
1572350653966,0,-9.8,5.67,-0.63,-0.844,-0.264,0.455,18
1572350654964,0,-81.83,114.87,81.83,-0.748,-0.283,0.566,16
1572350655966,0,-0.77,-1.68,1.33,0.682,0.337,-0.572,5
1572350656963,0,-0.98,-0.14,-2.24,0.663,0.33,-0.596,4
1572350657965,0,0.56,-0.28,0.42,0.651,0.32,-0.616,3
1572350658965,0,-1.12,-0.84,-1.96,0.651,0.317,-0.618,3
1572350659964,0,85.96,18.48,-17.92,0.668,0.6,-0.237,15
1572350660966,0,-10.5,3.29,6.16,0.619,0.781,0.047,28
1572350661969,0,3.08,-1.19,-0.77,0.547,0.782,-0.017,23
1572350662967,0,0.42,-3.85,-0.35,0.623,0.736,-0.123,25
1572350663966,0,4.2,-3.92,-3.01,0.606,0.759,-0.061,29
1572350664968,0,53.27,-14.77,9.03,0.733,0.504,-0.35,14
1572350665968,88,-25.76,-28.7,146.58,-0.792,-0.37,0.258,44
1572350666964,87,-5.88,17.01,9.94,-0.802,-0.209,0.436,29
1572350667965,87,-161.28,53.97,-60.34,-0.728,-0.326,0.493,18
1572350668994,88,-58.66,18.13,19.25,-0.766,0.142,0.521,29
1572350669970,88,5.39,-74.69,-36.54,-0.401,0.365,0.807,11
1572350670990,88,7.14,-2.87,6.72,-0.551,0.163,0.798,4
1572350671966,88,3.71,22.75,11.34,-0.581,0.161,0.777,4
1572350672963,88,-40.88,4.41,22.75,0.844,0.348,-0.289,4
1572350673961,88,0.21,0.63,1.61,0.818,0.332,-0.346,2
1572350674962,88,1.12,0.63,2.1,0.814,0.343,-0.336,2
1572350675965,88,-1.05,-0.77,2.66,0.819,0.357,-0.305,2
1572350676963,88,-50.47,-5.25,-4.69,0.911,0.261,-0.286,25
1572350677961,88,-1.05,15.68,-3.64,0.836,0.54,-0.039,21
1572350678967,88,-1.61,2.73,-5.32,0.837,0.536,-0.045,17
1572350679963,88,34.3,31.78,42.7,0.85,0.513,-0.097,35
1572350680962,88,-44.31,-24.64,-23.73,0.868,0.476,-0.004,43
1572350681963,88,26.81,-10.64,-5.53,-0.908,-0.278,0.036,61
