timestamp, heartRate, gyroscopeX, gyroscopeY, gyroscopeZ, gyroscopeRotationX, gyroscopeRotationY, gyroscopeRotationZ, light
1572518518408,108,6.37,7.35,-8.19,-0.041,-0.746,0.038,4
1572518519384,108,16.38,-9.38,-5.95,-0.104,-0.773,0.096,3
1572518520384,108,7.77,14.21,-49.56,-0.197,-0.757,0.196,5
1572518521387,107,19.46,2.31,-6.58,-0.223,-0.824,0.513,3
1572518522394,107,10.5,3.5,-7.42,-0.294,-0.807,0.372,5
1572518523392,107,3.92,-0.07,-3.71,-0.251,-0.808,0.3,7
1572518524391,107,4.48,-0.63,-0.7,-0.244,-0.807,0.279,7
1572518525389,107,5.46,0.91,-5.04,-0.216,-0.801,0.232,8
1572518526390,107,2.66,0.49,-1.68,-0.21,-0.796,0.221,8
1572518527391,105,-34.79,3.36,26.53,-0.201,-0.795,0.248,8
1572518528393,105,-20.16,-1.12,24.92,-0.357,-0.654,0.377,6
1572518529403,104,-3.57,2.73,28.14,-0.053,-0.708,0.054,10
1572518530390,104,81.97,30.1,-32.13,-0.056,-0.797,0.051,13
1572518531384,103,-6.44,1.05,4.69,-0.241,-0.875,0.229,7
1572518532385,103,-193.9,-31.5,-56.91,0.296,0.524,-0.248,7
1572518533388,104,-2.1,0.14,1.26,0.32,0.161,-0.135,6
1572518534387,105,18.48,-26.46,29.33,0.116,0.747,-0.151,9
1572518535395,105,7.07,7.07,0.42,0.07,0.749,-0.086,7
1572518536387,105,-114.87,35.14,-20.93,0.28,0.621,-0.256,5
1572518537388,104,15.05,-0.91,22.12,0.306,0.577,-0.272,0
1572518538388,104,8.12,-2.45,6.37,-0.235,-0.674,0.238,2
1572518539395,105,22.05,-2.1,-0.7,-0.166,-0.808,0.201,3
1572518540381,105,-5.32,4.83,-1.05,0.073,0.694,-0.073,2
1572518541381,105,3.78,0.42,0.98,0.051,0.7,-0.051,2
1572518542385,105,-28.7,-0.28,-6.51,0.054,0.69,-0.054,3
1572518543378,105,-4.62,24.15,-14.77,0.157,0.57,-0.118,2
1572518544381,105,231.28,163.94,-3.08,-0.165,-0.851,0.354,1
1572518545383,105,-9.8,7.63,-8.89,-0.349,-0.696,0.428,9
1572518546564,105,147.35,21,-24.92,-0.404,-0.758,-0.053,5
1572518547386,105,-5.74,-4.27,16.03,-0.205,-0.777,0.155,7
1572518548384,105,7.49,20.79,26.39,-0.398,-0.589,0.401,3
1572518549380,105,1.54,5.67,2.52,-0.312,-0.677,0.324,3
1572518550380,105,2.1,-3.99,2.17,-0.306,-0.688,0.319,3
1572518551382,105,18.34,-8.33,-7.21,-0.297,-0.706,0.313,3
1572518552381,105,-33.46,7.7,-10.36,-0.276,-0.889,0.223,6
