timestamp, heartRate, gyroscopeX, gyroscopeY, gyroscopeZ, gyroscopeRotationX, gyroscopeRotationY, gyroscopeRotationZ, light
1576388175504,105,13.93,21.07,-3.85,0.349,0.632,-0.303,0
1576388176623,105,-54.53,-42,6.44,0.304,0.616,-0.362,0
1576388177497,0,-31.71,-26.18,-0.77,0.272,0.636,-0.317,0
1576388178491,0,-0.14,2.24,0.56,0.34,0.64,-0.291,0
1576388179493,0,0.7,1.68,0.7,0.33,0.638,-0.296,0
1576388180500,0,0.14,-0.28,-0.56,0.322,0.639,-0.297,0
1576388181495,0,1.05,1.33,-0.14,0.326,0.638,-0.299,0
1576388182495,0,4.13,4.2,-0.21,0.325,0.636,-0.305,0
1576388183506,0,4.06,6.23,-1.54,0.336,0.629,-0.32,0
1576388184500,0,27.93,35.63,7.84,0.328,0.607,-0.375,0
1576388185492,0,23.03,29.61,11.06,0.296,0.626,-0.347,0
1576388186502,0,-28.98,-18.48,20.79,0.39,0.591,-0.386,0
1576388187493,0,17.57,7.28,-10.92,0.231,0.612,-0.4,0
1576388188489,0,-53.48,-13.23,10.22,0.425,0.65,-0.236,0
1576388189493,0,-42.49,-33.39,10.43,0.224,0.691,-0.147,0
1576388190496,0,24.99,16.94,-11.41,0.223,0.674,-0.215,0
1576388191496,0,-0.21,-2.17,0.14,0.249,0.671,-0.223,0
1576388192492,0,-28.14,-16.66,-6.51,0.219,0.7,-0.138,0
1576388193492,0,-3.78,-2.8,-0.56,0.212,0.683,-0.191,0
1576388194496,0,7.35,6.3,0.7,0.207,0.678,-0.203,0
1576388195489,0,0.84,0.91,0.49,0.214,0.679,-0.2,0
1576388196490,0,-2.94,-1.89,0.07,0.216,0.681,-0.195,0
1576388197997,0,-1.82,-0.14,0.84,0.207,0.681,-0.194,0
1576388199500,0,-10.64,-15.4,-0.77,0.217,0.679,-0.202,0
1576388200502,0,8.75,12.6,5.81,0.198,0.68,-0.196,0
1576388201542,0,220.85,-149.31,56.63,0.675,0.655,-0.038,0
1576388202657,0,220.08,42.77,57.19,-0.645,0.758,0.007,188
1576388203522,0,-51.59,37.59,-23.8,0.657,0.753,0.031,178
1576388204492,102,-57.05,141.4,-8.61,0.536,0.699,0.161,149
1576388205486,101,-10.5,47.46,50.12,0.317,0.67,-0.2,17
1576388206518,100,33.39,-9.17,27.02,0.541,0.66,-0.084,50
1576388207508,99,27.44,13.93,0.98,0.487,0.635,-0.219,5
1576388208486,100,297.71,-80.01,27.93,0.564,0.653,-0.08,2
1576388209482,100,1.68,-0.07,1.61,0.623,0.65,-0.062,0
1576388210487,100,-2.38,-0.91,1.47,0.63,0.646,-0.07,0
1576388211483,100,-2.52,-1.61,1.12,0.629,0.646,-0.068,0
1576388212487,100,0.84,-1.05,0.42,0.621,0.647,-0.066,0
1576388213484,100,-1.54,-0.14,-0.49,0.615,0.654,-0.071,0
1576388214483,100,-1.68,3.85,-3.43,0.618,0.646,-0.073,0
1576388215485,100,15.19,16.52,-11.83,0.581,0.661,-0.099,0
1576388216485,100,-2.52,-0.07,1.4,0.607,0.654,-0.077,0
1576388217484,100,-11.62,-11.62,6.93,0.614,0.626,-0.095,0
1576388218484,100,-12.18,-10.99,10.43,0.585,0.653,-0.109,0
1576388219485,100,13.37,14.63,-6.51,0.583,0.653,-0.104,0
1576388220485,100,1.75,-1.89,1.26,0.601,0.648,-0.102,0
1576388221484,100,1.26,2.66,1.68,0.589,0.667,-0.079,0
