timestamp, heartRate, gyroscopeX, gyroscopeY, gyroscopeZ, gyroscopeRotationX, gyroscopeRotationY, gyroscopeRotationZ, light
1574768724784,107,-47.67,4.83,1.61,0.405,0.051,-0.821,18
1574768725779,107,-47.67,4.83,1.61,0.405,0.051,-0.821,18
1574768726780,107,307.16,186.41,108.57,0.66,0.635,-0.179,38
1574768727783,108,25.9,-21.77,-36.61,0.734,0.607,0.009,265
1574768728791,107,-24.5,29.4,79.45,0.653,0.595,-0.311,173
1574768729782,108,2.03,-5.25,6.58,0.647,0.632,-0.286,163
1574768730780,108,-3.92,2.87,12.46,-0.762,0.367,0.472,111
1574768731781,108,-0.7,-12.11,-2.87,-0.704,0.485,0.414,110
1574768732781,108,-34.65,-65.38,35.84,0.598,0.435,-0.544,54
1574768733781,108,-44.17,-2.38,76.72,-0.682,0.223,0.662,59
1574768734780,108,81.27,62.09,18.27,0.362,0.63,-0.313,51
1574768735777,108,111.3,72.52,-24.64,0.377,0.636,-0.298,64
1574768736781,108,16.94,-12.74,-26.32,0.823,-0.568,0.001,113
1574768737782,108,-194.81,-15.54,115.43,0.669,0.654,-0.168,116
1574768738780,108,-49.42,-43.05,18.83,0.651,0.695,-0.096,125
1574768739789,108,-34.51,-18.69,0.35,0.662,0.673,-0.144,142
1574768740778,108,38.71,32.69,14.56,-0.509,0.462,0.549,44
1574768741797,108,362.53,80.71,-51.66,-0.782,0.535,0.224,81
1574768742798,108,55.3,4.48,-22.4,-0.515,0.065,0.852,31
1574768743777,108,221.2,91.07,49.28,-0.412,0.346,0.76,27
1574768744784,108,-104.65,44.45,-1.75,0.192,0.02,-0.794,73
1574768745780,108,-104.65,44.45,-1.75,0.192,0.02,-0.794,73
1574768746779,108,142.38,-23.17,27.37,-0.561,0.284,0.738,33
1574768747781,108,-92.19,-189.63,39.48,-0.541,0.407,0.616,56
1574768748782,108,-18.62,-9.24,13.86,-0.189,0.499,0.413,33
1574768749792,108,-44.73,-212.45,178.5,-0.341,0.472,0.509,23
1574768750781,108,12.67,-76.65,0.91,-0.663,0.552,0.322,77
1574768751783,108,-317.17,-66.92,-22.19,0.824,0.547,-0.103,356
1574768752812,108,222.18,-0.56,22.61,-0.636,0.671,0.202,13
1574768753787,108,-58.45,38.57,-4.62,0.726,0.685,-0.033,464
1574768754782,108,-18.06,133.77,113.61,-0.194,0.047,0.974,15
1574768755782,108,80.85,165.69,-109.9,0.238,0.422,-0.6,25
1574768756781,108,68.32,159.25,-62.79,0.281,0.494,-0.533,30
1574768757781,108,22.75,89.53,-35.98,0.408,0.392,-0.618,36
1574768758780,108,24.99,-5.32,8.33,0.278,0.514,-0.543,31
1574768759826,0,-172.9,-209.93,183.05,0.387,0.46,-0.551,46
1574768760925,0,160.02,-56.21,112.63,-0.578,0.527,0.459,74
1574768762782,0,147.28,181.02,-149.17,0.403,0.474,-0.59,56
1574768763781,0,147.28,181.02,-149.17,0.403,0.474,-0.59,56
1574768764781,0,-168.77,-104.58,271.32,0.438,0.419,-0.629,58
1574768765780,0,-2.45,-147.35,137.55,0.518,0.416,-0.591,52
1574768766783,0,-67.62,-151.55,156.66,-0.64,0.136,0.743,68
1574768767780,0,47.18,165.83,-203.91,0.49,0.42,-0.598,78
1574768768780,0,112.7,155.68,-72.87,0.55,0.446,-0.547,47
1574768769780,0,-46.41,-4.83,83.79,0.515,0.503,-0.478,51
1574768770780,0,-139.44,-99.47,107.38,0.661,0.379,-0.556,71
1574768771780,0,20.02,-94.36,69.23,0.622,0.415,-0.546,61
1574768772779,0,100.52,186.48,-210.21,0.525,0.382,-0.63,75
1574768773782,0,102.62,198.73,-197.89,0.59,0.422,-0.549,70
1574768774781,0,5.32,-11.83,75.32,0.509,0.476,-0.538,65
1574768775782,0,-141.47,-64.26,174.3,0.685,0.347,-0.557,116
1574768776780,0,-3.92,-105.7,134.05,0.679,0.299,-0.612,62
1574768777781,0,-87.71,56.84,-77.28,-0.709,-0.022,0.705,90
1574768778782,0,168.84,161.07,-213.92,0.589,0.413,-0.557,75
1574768779780,0,155.12,195.3,-146.37,0.603,0.383,-0.587,72
1574768780780,79,-109.9,-26.88,121.45,0.59,0.414,-0.554,107
1574768781782,79,-177.24,-54.88,166.95,0.766,0.264,-0.536,140
1574768782782,79,-46.62,-117.53,117.25,0.724,0.213,-0.625,106
1574768783781,79,-37.03,14.28,-30.66,-0.737,-0.028,0.675,63
1574768784782,79,111.09,186.06,-228.55,0.605,0.367,-0.604,85
1574768785781,78,154.42,146.51,-148.54,0.647,0.361,-0.564,85
1574768786781,78,-88.76,-18.9,99.05,0.575,0.424,-0.554,102
1574768787781,78,-103.67,-33.25,214.34,0.713,0.271,-0.585,129
1574768788782,77,-151.9,-184.66,5.6,0.7,-0.079,-0.705,66
1574768789780,77,-36.05,36.61,-56.7,0.701,-0.001,-0.713,77
1574768790780,77,104.44,128.8,-227.01,0.641,0.263,-0.672,79
1574768791780,77,142.03,73.08,-168.07,0.614,0.395,-0.556,79
1574768792781,77,-70.98,11.69,90.02,0.62,0.457,-0.399,111
1574768793778,77,-82.88,-39.62,160.51,0.728,0.223,-0.609,102
1574768794783,77,-77.35,-2.59,-37.1,-0.752,0.059,0.652,68
1574768795780,77,-77.35,-2.59,-37.1,-0.752,0.059,0.652,68
1574768796780,77,109.34,131.25,-246.54,0.642,0.273,-0.664,81
1574768797783,77,148.61,77.42,-108.43,0.587,0.438,-0.515,82
1574768798780,77,-170.87,-22.26,166.39,0.568,0.432,-0.549,139
1574768799780,77,-55.37,-52.78,184.8,0.739,0.207,-0.602,143
1574768800780,77,-70.91,-157.64,123.97,0.729,0.092,-0.672,65
1574768801782,77,1.82,66.08,-80.5,0.695,-0.004,-0.719,59
1574768802778,77,114.24,120.33,-221.34,0.641,0.38,-0.54,74
1574768803801,77,-35.21,-10.99,86.24,0.452,0.553,-0.416,61
1574768804857,77,-35.21,-10.99,86.24,0.452,0.553,-0.416,61
1574768805780,77,-88.2,-45.43,177.45,0.735,0.168,-0.63,106
1574768806780,77,-14,-144.06,207.83,0.671,0.23,-0.666,67
1574768807781,77,-80.36,33.18,-68.95,-0.711,-0.084,0.694,86
1574768808780,77,119.91,185.71,-258.93,0.623,0.23,-0.716,86
1574768809781,77,139.16,98.63,-134.96,0.593,0.41,-0.554,80
1574768810779,77,-74.9,0.14,141.75,0.526,0.451,-0.567,88
1574768811780,77,-115.71,-37.17,218.61,0.704,0.27,-0.598,142
1574768812780,77,-79.03,-136.08,100.1,0.669,0.308,-0.609,58
1574768813779,77,-33.46,43.75,-64.75,0.682,0.255,-0.642,78
1574768814782,77,108.78,105.98,-218.47,0.642,0.33,-0.609,83
1574768815780,77,129.43,75.81,-160.09,0.592,0.424,-0.54,72
1574768816782,77,-256.34,-38.15,240.03,0.663,0.391,-0.517,90
1574768817781,77,-70.21,-89.88,182.63,0.643,0.388,-0.548,88
1574768818781,77,-83.37,-135.94,34.65,-0.728,-0.032,0.684,59
1574768819780,0,42.56,119.14,-84.35,0.625,0.363,-0.597,96
1574768820780,0,123.13,82.39,-240.73,0.553,0.454,-0.533,82
1574768821780,0,136.36,63.07,-109.27,0.497,0.549,-0.409,82
1574768822780,0,-204.33,-30.45,206.08,0.514,0.537,-0.425,148
1574768823782,0,-61.67,-66.99,165.13,0.556,0.534,-0.43,76
1574768824781,0,-122.43,-149.52,43.26,-0.693,0.283,0.61,57
1574768825781,0,58.73,98.14,-102.34,0.532,0.489,-0.505,85
1574768826781,0,143.92,160.16,-226.73,0.448,0.543,-0.455,83
1574768827781,0,145.46,60.27,-67.83,0.434,0.6,-0.344,75
1574768828780,0,-233.52,-1.89,223.44,0.434,0.596,-0.359,163
1574768829780,75,-107.17,-77.84,176.89,0.504,0.604,-0.355,132
1574768830780,75,-110.67,-134.82,49.56,-0.411,0.64,0.328,59
1574768831780,75,107.66,120.12,-115.64,0.495,0.573,-0.414,95
1574768832782,74,96.11,91.35,-262.71,0.445,0.592,-0.368,95
1574768833782,74,143.99,80.15,-85.96,0.466,0.607,-0.308,86
1574768834781,74,-233.59,-14.7,223.16,0.417,0.602,-0.352,203
1574768835781,75,-90.37,-31.22,154.91,0.479,0.63,-0.318,130
1574768836781,75,-111.3,-120.47,69.93,-0.442,0.605,0.383,69
1574768837781,75,114.94,111.72,-130.34,0.454,0.556,-0.437,90
1574768838781,76,121.38,143.08,-234.71,0.446,0.568,-0.413,85
1574768839780,75,116.48,85.05,-82.6,0.449,0.549,-0.445,82
1574768840780,75,-216.09,-36.68,205.8,0.49,0.57,-0.384,145
1574768841781,75,-96.74,-71.68,201.46,0.466,0.596,-0.369,113
1574768842781,75,-111.44,-132.23,43.54,-0.469,0.595,0.387,62
1574768843780,75,125.09,81.13,-154.35,0.49,0.535,-0.459,88
1574768844780,75,150.15,48.86,-140.28,0.515,0.56,-0.365,71
1574768845782,75,86.52,49.49,-41.86,0.512,0.538,-0.416,93
1574768846781,75,-172.97,-40.46,197.54,0.515,0.564,-0.376,152
1574768847783,75,-110.88,-71.4,178.64,0.53,0.562,-0.398,75
1574768848783,75,-147.07,-69.37,-48.58,-0.298,0.358,0.642,36
