timestamp, heartRate, gyroscopeX, gyroscopeY, gyroscopeZ, gyroscopeRotationX, gyroscopeRotationY, gyroscopeRotationZ, light
1574598405445,130,-366.1,-69.3,48.65,0.622,0.728,-0.139,14
1574598406390,130,28.21,13.79,5.04,0.345,0.167,-0.695,9
1574598407393,130,12.67,-90.86,-14,0.297,0.263,-0.647,9
1574598408384,130,370.93,85.75,-18.13,-0.694,-0.352,0.577,10
1574598409505,130,-12.95,-5.46,-9.45,0.602,0.796,0.042,241
1574598410395,130,-88.27,20.93,-319.06,0.65,0.269,-0.656,16
1574598411390,130,-121.66,-65.73,95.69,-0.536,-0.565,-0.104,16
1574598412393,130,-11.13,-9.52,-51.17,0.338,0.591,-0.379,12
1574598413390,130,-69.16,-13.65,-55.58,0.458,0.43,-0.572,12
1574598414391,130,-88.34,21,-43.47,0.556,0.189,-0.725,14
1574598415385,130,24.99,-12.88,-9.59,0.677,-0.06,-0.731,17
1574598416415,130,-17.78,13.93,21.7,0.614,-0.074,-0.766,17
1574598417399,0,81.27,180.95,-26.67,0.147,0.247,-0.725,8
1574598418419,0,86.66,174.86,-61.81,0.241,0.279,-0.698,7
1574598419523,0,-6.23,43.05,-19.67,0.486,0.299,-0.651,14
1574598420397,0,-85.47,82.95,10.78,-0.647,-0.339,0.606,14
1574598421393,0,44.03,191.17,-68.32,0.595,0.52,-0.458,13
1574598422396,0,-56.63,83.79,52.36,-0.732,-0.297,0.583,15
1574598423391,0,10.29,64.75,-12.6,0.605,0.344,-0.622,14
1574598424392,0,24.99,-4.48,20.93,0.464,0.479,-0.529,14
1574598425393,0,-31.78,-37.59,90.65,0.442,0.542,-0.457,14
1574598426403,0,-45.15,-49.7,78.47,0.373,0.542,-0.462,13
1574598427398,0,-81.55,-71.47,103.11,0.435,0.517,-0.487,15
1574598428402,0,-26.46,-55.65,69.51,-0.679,-0.443,0.502,14
1574598429405,0,80.15,24.22,23.24,0.602,0.781,0.024,33
1574598430391,0,-58.31,-28.28,-9.8,0.578,0.764,-0.007,38
1574598431392,0,-68.74,-30.52,49.14,-0.737,-0.328,0.556,13
1574598432394,0,-6.65,-15.68,-14,0.559,0.13,-0.762,10
1574598433418,0,46.48,4.13,-25.83,0.434,-0.022,-0.846,9
1574598434398,0,14.63,24.15,-15.61,0.492,-0.009,-0.83,9
1574598435390,0,-17.57,29.61,-0.63,0.35,0.029,-0.864,9
1574598436391,0,40.04,11.41,15.68,0.283,0.014,-0.848,9
1574598437398,0,-62.79,34.16,28.63,0.419,0.127,-0.804,10
1574598438398,0,3.36,76.86,38.36,0.175,0.064,-0.904,6
1574598439412,0,-14.49,21,10.57,0.237,0.069,-0.869,7
1574598440395,0,62.72,-17.36,9.03,0.326,0.388,-0.647,10
1574598441401,78,-103.39,24.64,-72.24,0.371,0.386,-0.645,9
1574598442394,78,57.33,-38.15,26.39,0.597,0.546,-0.416,15
1574598443394,78,-185.85,-84.14,130.55,0.495,0.461,-0.549,15
1574598444406,80,-40.74,-135.66,101.15,0.337,0.348,-0.668,11
1574598445395,80,-25.27,-96.74,46.06,0.286,0.442,-0.573,10
1574598446400,80,7.21,-139.65,16.17,0.323,0.402,-0.613,10
1574598447411,80,-37.38,-137.41,-28.07,0.334,0.387,-0.628,10
1574598448387,80,12.74,84.14,-7.07,0.405,0.089,-0.809,9
1574598449389,80,50.47,178.15,-179.62,0.296,0.357,-0.672,11
1574598450393,80,103.6,247.52,-42.98,0.543,0.407,-0.596,10
1574598451385,80,-27.44,-10.43,70.98,0.391,0.475,-0.6,13
1574598452393,80,-152.25,-173.18,191.87,0.416,0.424,-0.612,14
1574598453387,80,16.73,-155.61,61.04,0.395,0.369,-0.638,12
1574598454392,80,-67.97,-140.84,58.94,0.556,0.293,-0.656,11
1574598455388,80,29.82,78.75,-65.17,0.421,0.325,-0.649,11
1574598456390,80,40.46,173.04,-179.62,0.368,0.401,-0.632,11
1574598457389,80,114.87,195.09,-165.13,0.482,0.431,-0.608,11
1574598458389,80,-49.28,-15.82,51.66,0.431,0.527,-0.506,14
1574598459392,80,-51.73,1.19,118.44,0.787,0.561,-0.148,44
1574598460392,80,-102.62,-108.78,11.48,-0.736,0.142,0.569,17
1574598461386,80,44.94,5.46,7.35,-0.865,-0.06,0.482,16
1574598462386,80,6.09,177.31,-133.84,0.359,0.412,-0.63,12
1574598463395,80,36.19,194.11,-206.92,0.442,0.44,-0.617,11
1574598464391,80,100.52,121.8,-145.39,0.494,0.437,-0.605,12
1574598465387,80,19.04,4.41,15.75,0.538,0.5,-0.442,14
1574598466390,80,-199.99,-50.26,216.86,0.464,0.474,-0.578,15
1574598467391,80,-47.11,-155.75,158.48,0.455,0.436,-0.609,15
1574598468388,80,-51.17,-173.67,68.88,0.449,0.385,-0.639,12
1574598469388,80,43.61,-4.62,-14.42,0.539,0.295,-0.679,11
1574598470387,80,34.51,148.61,-154.63,0.45,0.393,-0.661,12
1574598471393,80,94.22,180.74,-200.83,0.524,0.394,-0.646,11
1574598472388,80,92.26,42.63,-46.83,0.507,0.417,-0.65,12
1574598473387,80,-118.3,-23.94,191.24,0.492,0.425,-0.644,16
1574598474394,80,-22.68,-130.97,135.87,0.43,0.408,-0.651,12
1574598475389,80,-75.67,-120.68,51.1,0.68,0.037,-0.729,11
1574598476419,80,44.66,145.39,-232.47,0.548,0.351,-0.671,13
1574598477391,0,110.95,129.5,-130.2,0.626,0.351,-0.595,14
1574598478422,0,41.93,-35.42,0.14,0.981,0.118,0.14,93
1574598479465,0,-40.04,-17.08,11.27,0.99,0.135,0.037,156
1574598480395,0,63.35,96.67,-165.34,0.678,0.18,-0.689,13
1574598481397,0,50.89,119.7,-184.38,0.611,0.308,-0.654,13
1574598482395,0,104.37,128.94,-263.83,0.605,0.292,-0.687,12
1574598483393,0,168.91,89.81,-100.73,0.631,0.291,-0.663,14
1574598484393,0,-101.64,-19.18,134.96,0.557,0.361,-0.681,17
1574598485393,0,-146.86,-108.36,172.9,0.702,0.252,-0.619,17
1574598486395,0,-98.49,-155.82,123.97,0.643,0.261,-0.668,14
1574598487402,0,33.81,77.07,-68.95,-0.694,0.046,0.717,13
1574598488400,0,63.35,192.64,-205.38,0.607,0.263,-0.702,13
1574598489392,0,119,137.97,-241.64,0.629,0.316,-0.636,13
1574598490393,0,111.3,46.76,-55.93,0.577,0.432,-0.535,16
1574598491397,135,-164.15,-12.95,171.57,0.636,0.368,-0.562,17
1574598492392,135,-99.33,-56.35,205.66,0.706,0.242,-0.615,28
1574598493411,135,-103.11,-200.27,139.16,0.681,0.227,-0.658,14
1574598494392,134,-68.6,-33.6,-31.36,-0.743,0.109,0.651,14
1574598495385,135,20.65,114.17,-189.35,0.657,0.25,-0.666,14
1574598496393,135,152.04,94.85,-227.71,0.579,0.421,-0.554,14
1574598497391,135,66.71,25.06,-46.83,0.55,0.513,-0.356,14
1574598498394,136,-185.85,22.19,232.96,0.609,0.416,-0.521,23
1574598499391,138,-44.24,-87.01,171.64,0.687,0.275,-0.611,19
1574598500391,137,-99.05,-146.16,114.8,0.706,0.177,-0.661,14
1574598501400,138,-34.02,24.01,-24.64,-0.722,0.02,0.692,14
1574598502400,138,64.75,118.51,-197.4,0.656,0.226,-0.685,13
1574598503395,138,132.37,130.2,-259.91,0.572,0.42,-0.566,13
1574598504402,138,150.01,98.91,-124.67,0.589,0.45,-0.499,14
1574598505409,137,-42.49,29.68,77.49,0.455,0.553,-0.421,18
1574598506395,137,-184.38,-19.39,240.52,0.662,0.399,-0.496,23
1574598507405,138,-92.19,-72.03,186.34,0.619,0.347,-0.613,15
1574598508391,138,-88.97,-141.61,58.87,0.705,0.234,-0.632,14
1574598509390,138,32.27,115.22,-112.35,0.675,0.245,-0.653,14
1574598510385,138,119.42,128.31,-240.38,0.6,0.374,-0.6,13
1574598511387,138,216.3,84.28,-201.32,0.427,0.526,-0.513,13
1574598512389,138,26.6,2.45,21.14,0.179,0.666,-0.367,18
1574598513389,138,-277.55,-10.29,247.94,0.567,0.524,-0.4,28
1574598514392,138,-147.63,-112.7,209.37,0.579,0.485,-0.475,17
1574598515388,138,-184.73,-172.06,48.51,-0.68,0.157,0.698,14
1574598516389,138,51.1,120.19,-106.26,0.6,0.365,-0.609,14
1574598517390,138,168,136.57,-264.95,0.435,0.536,-0.473,12
1574598518394,138,172.34,16.94,-157.71,0.308,0.611,-0.379,14
1574598519390,138,-49.49,80.22,128.45,0.215,0.669,-0.234,20
1574598520390,138,-189.35,-38.22,221.06,0.456,0.615,-0.331,28
1574598521394,138,-121.52,-120.26,194.18,0.435,0.606,-0.355,15
1574598522390,138,-157.78,-124.39,31.99,-0.562,0.523,0.446,15
1574598523389,138,124.04,181.16,-141.61,0.387,0.565,-0.426,14
1574598524390,138,118.65,88.34,-266.42,0.326,0.613,-0.352,13
1574598525390,138,198.8,115.08,-161.84,0.245,0.645,-0.285,14
1574598526387,138,-35.49,26.6,40.18,0.235,0.716,0.192,26
1574598527384,138,-195.3,-4.62,201.46,0.296,0.735,-0.093,55
1574598528391,138,-75.18,-112.84,176.19,0.335,0.64,-0.312,15
1574598529391,138,-61.25,-122.71,103.39,0.352,0.637,-0.322,13
1574598530386,138,6.37,56.21,-74.62,-0.356,0.638,0.324,14
1574598531391,138,69.37,159.74,-224.35,0.292,0.641,-0.296,14
1574598532385,138,147.91,106.89,-227.92,0.25,0.685,-0.2,13
1574598533390,138,51.52,9.8,-6.72,0.167,0.721,-0.012,16
1574598534390,138,-171.78,9.17,237.16,0.271,0.724,-0.132,23
1574598535388,138,-101.99,-117.04,179.76,0.251,0.672,-0.236,14
1574598536420,138,-82.67,-140.07,72.38,0.29,0.604,-0.331,13
1574598537392,0,-60.9,90.09,-63.49,0.35,0.594,-0.368,14
1574598538398,0,83.79,133.49,-199.78,0.26,0.645,-0.277,13
1574598539393,0,32.27,187.95,-261.59,0.264,0.672,-0.23,13
1574598540391,0,85.26,60.13,-89.88,0.3,0.676,-0.217,14
1574598541391,0,-45.57,6.02,119.49,-0.038,0.657,-0.235,15
1574598542393,0,-137.62,26.39,272.79,0.278,0.694,-0.195,21
1574598543390,0,-111.23,-111.16,167.09,0.252,0.703,-0.188,16
1574598544397,0,-118.58,-160.72,77.77,-0.222,0.676,0.219,15
1574598545393,0,34.44,139.65,-101.43,0.319,0.646,-0.305,14
1574598546399,0,106.4,117.39,-225.33,0.263,0.654,-0.267,14
1574598547409,0,165.55,87.85,-193.2,0.293,0.661,-0.257,14
1574598548398,0,-4.55,16.87,23.52,0.258,0.696,-0.117,16
1574598549403,0,-229.6,31.15,265.3,0.353,0.696,-0.181,23
1574598550398,120,-114.66,-131.74,166.6,0.327,0.688,-0.233,17
1574598551401,119,-81.69,-158.2,103.53,0.338,0.654,-0.307,14
1574598552397,119,46.83,148.89,-115.78,0.341,0.634,-0.329,14
1574598553404,118,69.58,95.69,-236.39,0.293,0.655,-0.276,13
1574598554395,119,104.65,100.87,-288.75,0.296,0.63,-0.321,14
1574598555399,119,148.4,81.76,-118.02,0.36,0.633,-0.292,15
1574598556400,118,-149.66,-46.2,136.92,0.201,0.628,-0.378,41
1574598557394,119,-120.26,-86.03,239.47,0.428,0.623,-0.339,21
1574598558393,119,-65.45,-113.61,167.72,0.336,0.645,-0.303,14
1574598559394,119,-48.44,-75.88,-2.45,-0.059,-0.761,0.067,13
1574598560394,119,54.11,121.24,-207.13,0.36,0.603,-0.367,13
1574598561402,120,130.97,86.03,-242.48,0.422,0.573,-0.411,14
1574598562392,120,15.26,23.94,10.71,0.465,0.577,-0.359,17
1574598563392,120,-215.11,-7.91,199.43,0.469,0.576,-0.37,20
1574598564392,120,-115.57,-77.28,203.91,0.572,0.535,-0.402,29
1574598565397,119,-75.53,-88.62,190.47,0.51,0.535,-0.446,15
1574598566396,118,-98.77,-121.38,82.25,-0.642,-0.494,0.482,14
1574598567413,117,76.86,134.61,-100.24,0.546,0.441,-0.556,13
1574598568395,117,101.99,100.31,-285.6,0.561,0.417,-0.579,14
1574598569389,117,89.04,62.23,-163.17,0.612,0.423,-0.501,15
1574598570392,117,-34.3,-1.82,84.84,0.188,0.618,-0.648,23
1574598571389,117,-125.51,1.19,247.17,0.705,0.294,-0.573,34
1574598572388,117,-64.47,-74.27,192.78,0.695,0.325,-0.557,15
1574598573393,117,-97.93,-55.65,2.1,-0.77,-0.035,0.636,15
1574598574389,117,88.13,149.73,-193.9,0.666,0.263,-0.647,14
1574598575389,117,140.21,137.13,-269.71,0.662,0.251,-0.66,14
1574598576395,117,97.44,16.73,-77.42,0.587,0.418,-0.543,14
1574598577386,117,-117.04,-46.06,157.64,0.492,0.448,-0.632,18
1574598578390,117,-98.28,-58.24,227.99,0.72,0.168,-0.648,25
1574598579386,117,-112.98,-139.65,203.7,0.704,0.244,-0.618,16
1574598580393,117,-104.02,-99.82,34.3,-0.758,0.149,0.612,14
1574598581385,117,83.44,131.88,-174.16,0.689,0.199,-0.668,14
1574598582390,117,121.59,95.76,-278.25,0.621,0.322,-0.639,14
1574598583386,117,65.17,-4.41,-113.89,0.595,0.409,-0.553,16
1574598584392,117,-194.6,-30.17,185.43,0.561,0.427,-0.568,23
1574598585394,117,-76.72,-74.69,191.17,0.722,0.246,-0.592,16
1574598586387,117,-73.22,-130.2,131.04,0.732,0.14,-0.652,14
1574598587386,117,6.65,105.7,-116.9,0.702,0.121,-0.692,14
1574598588415,117,113.4,160.37,-255.15,0.606,0.316,-0.661,13
1574598589396,117,177.52,123.69,-251.02,0.591,0.419,-0.545,13
1574598590391,117,16.31,8.96,-2.03,0.557,0.494,-0.425,15
1574598591385,117,-290.29,27.51,262.36,0.567,0.423,-0.567,25
1574598592387,117,-77.28,-59.78,178.92,0.698,0.294,-0.583,20
1574598593389,117,-74.97,-111.93,140.56,0.713,0.242,-0.61,14
1574598594390,117,-85.61,-143.15,8.96,-0.786,0.095,0.599,14
1574598595392,117,59.99,126.35,-161.49,0.697,0.232,-0.639,14
1574598596420,117,110.39,79.52,-258.79,0.563,0.425,-0.567,14
1574598597407,0,84.14,43.89,-88.34,0.498,0.54,-0.413,15
1574598598402,0,-133.84,-40.11,143.64,0.464,0.528,-0.477,19
1574598599387,0,-114.45,-31.08,192.29,0.677,0.336,-0.568,20
1574598600403,0,-77.63,-88.27,180.32,0.689,0.302,-0.584,15
1574598601392,0,-114.03,-155.54,20.79,-0.752,0.034,0.656,14
1574598602397,0,55.58,103.81,-116.83,0.7,0.219,-0.645,14
1574598603390,0,69.02,81.27,-282.59,0.615,0.383,-0.575,14
1574598604392,0,153.02,69.44,-202.72,0.491,0.524,-0.46,15
1574598605390,0,-22.96,-26.39,0.7,0.16,0.666,-0.348,24
1574598606397,0,-209.86,-17.92,295.68,0.608,0.439,-0.509,32
1574598607399,0,-80.29,-115.36,213.29,0.67,0.327,-0.589,15
1574598608391,0,-48.65,-90.79,11.06,0.681,-0.127,-0.712,14
1574598609401,0,55.72,183.75,-210.35,0.615,0.321,-0.642,14
1574598610407,0,120.12,111.72,-290.43,0.53,0.475,-0.518,13
1574598611399,0,129.15,18.97,-49.14,0.371,0.552,-0.491,14
1574598612391,0,-177.1,-47.74,151.27,0.413,0.548,-0.473,17
1574598613392,0,-99.05,-79.38,205.66,0.631,0.366,-0.586,16
1574598614402,0,-53.13,-135.66,153.44,0.59,0.365,-0.617,14
1574598615403,0,-5.18,-16.66,-7.49,-0.694,0.158,0.684,13
1574598616391,0,-77.42,187.6,-163.17,0.401,0.233,-0.822,10
1574598617493,0,-31.43,154.07,49.21,-0.017,0.137,-0.914,6
1574598618407,0,53.55,38.29,32.06,-0.049,0.058,0.954,16
1574598619397,0,236.11,-275.87,168.63,0.244,0.264,-0.839,19
1574598620391,85,11.48,-155.54,128.38,0.426,0.328,-0.741,12
1574598621395,86,-65.52,-156.17,45.85,-0.564,0.135,0.802,11
1574598622396,86,53.06,147.56,-100.1,0.536,0.246,-0.747,11
1574598623392,87,85.89,178.36,-227.15,0.522,0.376,-0.655,12
1574598624395,87,164.15,126,-155.4,0.442,0.479,-0.573,12
1574598625391,87,10.15,16.03,43.61,0.301,0.59,-0.468,16
1574598626395,88,-251.16,-30.17,258.79,0.515,0.498,-0.493,23
1574598627415,87,-107.73,-150.78,196.49,0.52,0.46,-0.547,15
1574598628390,88,-175.7,-179.48,78.05,-0.663,0.289,0.629,14
1574598629388,88,72.24,131.6,-199.57,0.518,0.464,-0.541,13
