timestamp, heartRate, gyroscopeX, gyroscopeY, gyroscopeZ, gyroscopeRotationX, gyroscopeRotationY, gyroscopeRotationZ, light
1574672743701,-10,1.19,0.56,0.42,0.39,0.566,-0.416,73
1574672744650,-10,1.89,1.26,0.35,0.393,0.566,-0.417,75
1574672745651,-10,8.68,-6.51,-0.63,0.204,0.612,-0.24,55
1574672746652,-10,161.7,25.41,-3.99,0.221,0.57,-0.27,38
1574672747648,-10,-140.91,-16.87,9.31,0.462,0.648,-0.348,195
1574672748649,-10,0.42,7.35,6.44,0.44,0.611,-0.372,93
1574672749668,-10,-15.54,-9.31,7.07,0.471,0.881,0.032,593
1574672750650,-10,88.9,25.76,-31.78,0.311,0.731,-0.046,126
1574672751643,-10,-2.73,-1.89,0.28,0.521,0.692,-0.229,243
1574672752660,-10,-7.98,4.48,-0.07,0.608,0.793,0.032,549
1574672753648,-10,29.4,3.5,-2.73,0.643,0.763,0.038,534
1574672754657,-10,-4.9,-7.21,-0.42,0.684,0.723,0.075,523
1574672755653,-10,22.19,-11.97,-7.35,0.661,0.746,0.064,540
1574672756651,-10,-3.22,-14.84,-10.01,0.678,0.733,0.04,523
1574672757652,-10,-5.81,-0.56,-1.19,0.62,0.778,0.097,410
1574672758672,-10,-0.14,0.49,-0.77,0.65,0.755,0.083,406
1574672759661,-10,1.68,0.91,-1.82,0.664,0.737,0.103,476
1574672760648,-10,-17.92,-6.93,5.53,0.677,0.732,0.07,525
1574672761651,-10,28.49,-2.45,-17.15,0.557,0.83,0.039,483
1574672762822,-10,-2.94,2.31,3.15,0.598,0.797,0.084,451
1574672763654,0,37.94,-0.91,-5.95,0.629,0.774,0.072,474
1574672764983,0,-1.47,-1.96,-4.76,0.656,0.751,0.077,448
1574672766049,0,-0.77,0.07,-0.14,0.668,0.74,0.067,479
1574672766654,0,0.98,0.7,-0.28,0.685,0.724,0.072,499
1574672767722,0,0.63,0.35,0.77,0.693,0.717,0.066,503
1574672768984,0,-3.22,2.03,-0.77,0.723,0.685,0.085,443
1574672769678,0,2.8,4.55,-2.24,0.742,0.659,0.107,459
1574672770744,0,1.12,-4.34,1.82,0.748,0.658,0.081,491
1574672771655,0,-0.63,0.42,0.84,0.752,0.653,0.073,502
1574672772664,0,-9.31,11.27,-11.48,0.775,0.628,0.052,506
1574672773710,0,3.08,2.1,-0.28,0.782,0.618,0.05,503
1574672774668,0,-2.17,1.05,-0.07,0.767,0.637,0.046,500
1574672775666,0,0.14,-1.61,0.49,0.808,0.584,0.049,498
1574672776702,0,14.28,0.7,6.3,0.817,0.571,0.054,473
1574672777666,0,-7.42,-1.19,0.35,0.772,0.628,0.019,508
1574672778663,0,6.51,0.21,-0.77,0.719,0.648,-0.069,399
1574672779659,0,-0.49,1.05,-0.21,0.72,0.643,-0.074,401
1574672780671,0,1.05,0.42,0.07,0.726,0.639,-0.071,398
1574672781653,0,-0.14,0.7,0.21,0.729,0.634,-0.074,399
1574672782661,0,0.28,0.84,-0.07,0.734,0.63,-0.074,400
1574672783659,71,0.49,0.49,0.14,0.738,0.626,-0.075,399
1574672784659,71,-0.21,0.42,-0.91,0.75,0.613,-0.068,402
1574672785655,71,-0.07,-0.49,-0.56,0.752,0.608,-0.072,400
1574672786658,72,-2.24,0.07,0.07,0.754,0.604,-0.077,402
1574672787656,73,0.42,0.98,0.07,0.758,0.6,-0.077,399
1574672788654,74,0.7,0.42,0.28,0.762,0.594,-0.078,399
1574672789657,75,0.28,0.56,0.07,0.766,0.59,-0.081,399
1574672790653,73,3.08,1.75,0.42,0.761,0.591,-0.095,398
1574672791658,72,1.12,0.42,-0.14,0.767,0.585,-0.091,393
1574672792653,71,2.8,-2.73,-1.75,0.764,0.583,-0.112,407
1574672793679,72,28.7,2.17,7.7,0.797,0.568,-0.065,395
1574672794654,72,0.07,0.35,-0.21,0.789,0.568,-0.075,407
1574672795651,72,0.35,0.63,0.07,0.791,0.563,-0.083,407
1574672796652,72,0.56,0.63,0.14,0.795,0.558,-0.085,407
1574672797648,72,0.63,0.49,-0.07,0.797,0.553,-0.088,408
1574672798654,72,0.63,0.7,0.14,0.801,0.547,-0.089,408
1574672799772,72,0.56,0.63,0.07,0.806,0.541,-0.091,407
1574672800711,72,-14.49,7.21,2.94,0.984,0.159,0.039,539
1574672801663,72,-3.71,0.42,-0.42,0.852,0.517,0.029,542
1574672802656,72,-0.49,1.12,0.07,0.853,0.515,0.027,535
1574672803662,72,0.35,0.56,0.14,0.856,0.509,0.025,537
1574672804642,72,0.42,0.77,0.21,0.859,0.505,0.024,539
1574672805647,72,0.49,0.77,-0.07,0.862,0.5,0.023,523
1574672806652,72,0.35,0.77,0.35,0.865,0.495,0.023,526
1574672807650,72,0.35,0.7,0.35,0.867,0.49,0.021,526
1574672808646,72,0.14,0.77,-0.14,0.87,0.486,0.02,526
1574672809651,72,0.77,0.63,0.07,0.872,0.481,0.021,521
1574672810650,72,0.14,0.77,0.21,0.875,0.476,0.021,518
1574672811651,72,0.14,0.84,0.14,0.877,0.472,0.019,518
1574672812649,72,0.07,0.63,0.35,0.88,0.467,0.019,519
1574672813650,72,0.35,0.63,0.07,0.882,0.463,0.018,518
1574672814648,72,0.7,0.63,0.07,0.885,0.458,0.019,518
1574672815652,72,0.56,0.7,-0.07,0.887,0.454,0.018,521
1574672816650,72,0.56,0.63,0.14,0.889,0.449,0.017,520
1574672817648,72,0.14,0.7,0.21,0.891,0.445,0.017,518
